Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Sand Plutonium 244 Ore
appliedenergistics2:facade:0, Cable Facade - Sand Plutonium 244 Ore
appliedenergistics2:facade:0, Cable Facade - Granite Plutonium 244 Ore
appliedenergistics2:facade:0, Cable Facade - Granite Plutonium 244 Ore
appliedenergistics2:facade:0, Cable Facade - Marble Plutonium 244 Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Plutonium 244 Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - Sand Gold Ore
appliedenergistics2:facade:0, Cable Facade - Sand Gold Ore
appliedenergistics2:facade:0, Cable Facade - Granite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Granite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Marble Gold Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Gold Ore
appliedenergistics2:facade:0, Cable Facade - Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - End Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Sphalerite Ore
appliedenergistics2:facade:0, Cable Facade - Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Nether Olivine Ore
appliedenergistics2:facade:0, Cable Facade - End Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Sand Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Sand Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Granite Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Granite Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Marble Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Olivine Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silicon Ore
appliedenergistics2:facade:0, Cable Facade - End Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Sand Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Sand Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Granite Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Granite Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Marble Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Sand Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Sand Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Granite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Granite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Marble Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Nether Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - End Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Sand Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Sand Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Granite Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Granite Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Marble Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Plutonium 241 Ore
appliedenergistics2:facade:0, Cable Facade - Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - End Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Brown Limonite Ore
appliedenergistics2:facade:0, Cable Facade - Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Chromite Ore
appliedenergistics2:facade:0, Cable Facade - End Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Chromite Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Coal Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - Sand Coal Ore
appliedenergistics2:facade:0, Cable Facade - Sand Coal Ore
appliedenergistics2:facade:0, Cable Facade - Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Marble Coal Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Coal Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Sand Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Sand Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Granite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Granite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Marble Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Copper Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - End Copper Ore
appliedenergistics2:facade:0, Cable Facade - Sand Copper Ore
appliedenergistics2:facade:0, Cable Facade - Sand Copper Ore
appliedenergistics2:facade:0, Cable Facade - Granite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Granite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Marble Copper Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Copper Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Sand Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Sand Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Granite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Granite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Marble Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - End Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Cobaltite Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Sand Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Sand Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Granite Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Granite Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Marble Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Lead Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - End Lead Ore
appliedenergistics2:facade:0, Cable Facade - Sand Lead Ore
appliedenergistics2:facade:0, Cable Facade - Sand Lead Ore
appliedenergistics2:facade:0, Cable Facade - Granite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Granite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Marble Lead Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Lead Ore
appliedenergistics2:facade:0, Cable Facade - Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Nether Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - End Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Sand Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Sand Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Granite Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Granite Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Marble Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Phosphate Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Titanium Ore
appliedenergistics2:facade:0, Cable Facade - End Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Sand Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Sand Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Granite Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Granite Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Marble Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - End Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Sand Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Sand Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Granite Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Granite Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Marble Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Yttrium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - End Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Sand Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Sand Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Granite Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Granite Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Marble Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Nether Star Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - End Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Tetrahedrite Ore
